Kulbicki,MEOW,ID,NA_,Lon,Lat,Management,RetentC,RetentP,RetentR,RetentT,RetentC5,RetentP5,RetentR15,RetentT15,OutflowC5,OutflowP5,OutflowR15,OutflowT15,InflowC5,InflowP5,InflowR15,InflowT15,OutDegC5,OutDegP5,OutDegR15,OutDegT15,InDegC5,InDegP5,InDegR15,InDegT15,OutflowC,OutflowP,OutflowR,OutflowT,InflowC,InflowP,InflowR,InflowT,OutDegC,OutDegP,OutDegR,OutDegT,InDegC,InDegP,InDegR,InDegT,NetflowC5,NetflowR15,NetflowP5,NetflowT15,NetflowC,NetflowR,NetflowP,NetflowT,source_cell_id,cell_id,netflow,sovereign_state,protected,in_mpa,in_oecm,protection_class,n_cells,q25_netflow,q75_netflow,is_country_sink,is_country_source,is_wio_sink,is_wio_source
Western Indian,Western Indian Ocean,14720,V14720,49.88,-12.82,Fished,0,0,0,0,0,0,0,0,1281,644,854,411,850,452,167,168,162,58,173,67,35,22,26,19,985,3104,2110,690,285,618,395,165,114,113,113,34,20,23,23,8,0.202252464,0.672869736,0.175182482,0.419689119,0.551181102,0.684630739,0.667920473,0.614035088,14720,CELL014720,0.202252464,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14721,V14721,49.56,-12.34,Fished,0,0,0,0,0,0,0,0,1340,690,844,462,2865,2984,529,738,147,51,168,62,45,36,44,42,1075,2780,1800,510,1440,1978,1695,1530,120,103,103,27,77,65,65,44,-0.362663496,0.229424618,-0.624387588,-0.23,-0.145129225,0.030042918,0.168558218,-0.5,14721,CELL014721,-0.362663496,Madagascar,TRUE,TRUE,FALSE,MPA only,199,-0.174266899,0.28266797099999996,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14722,V14722,49.64,-12.66,Fished,0,0,0,0,217,74,49,0,2594,1742,888,645,2092,1006,970,753,31,27,43,22,20,18,21,15,875,1114,1135,810,395,538,545,120,36,33,33,18,16,16,16,4,0.107127614,-0.044133477,0.26783115,-0.077253219,0.377952756,0.351190476,0.348668281,0.741935484,14722,CELL014722,0.107127614,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14723,V14723,50.04,-13.3,Fished,40,40,50,45,366,412,7,15,1934,1886,883,963,2868,980,1247,330,37,27,46,30,25,17,32,19,980,1306,1215,945,795,822,855,885,48,41,41,20,25,24,24,14,-0.194502291,-0.170892019,0.316120028,0.489559165,0.104225352,0.173913043,0.227443609,0.032786885,14723,CELL014723,-0.194502291,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14726,V14726,49.32,-11.94,Fished,0,0,0,0,24,14,0,0,1724,1648,845,744,536,490,59,96,94,48,132,53,24,21,25,19,835,1862,1205,255,185,508,320,495,76,69,69,13,26,19,19,21,0.525663717,0.869469027,0.541627689,0.771428571,0.637254902,0.580327869,0.571308017,-0.32,14726,CELL014726,0.525663717,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14727,V14727,49.24,-11.94,Fished,0,0,0,0,76,70,0,3,1601,1572,877,795,1076,1022,348,747,106,61,137,62,57,48,69,52,770,2162,1455,615,325,648,420,600,85,79,79,19,36,24,24,29,0.196115054,0.431836735,0.212027756,0.031128405,0.406392694,0.552,0.538790036,0.012345679,14727,CELL014727,0.196115054,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14728,V14728,49.8,-17.06,Fished,0,0,0,0,23,2,0,18,1508,1454,892,792,1756,1694,566,1185,122,57,140,68,75,59,83,67,770,2366,1515,345,455,1354,935,750,84,88,88,12,57,49,49,28,-0.075980392,0.223593964,-0.076238882,-0.198786039,0.257142857,0.236734694,0.272043011,-0.369863014,14728,CELL014728,-0.075980392,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14729,V14729,50.04,-16.66,Fished,0,0,0,0,142,42,0,0,2123,2138,929,879,689,720,72,201,100,48,124,60,16,13,19,18,920,1962,1355,420,60,838,545,600,89,71,71,16,10,31,31,29,0.509957326,0.856143856,0.496151155,0.627777778,0.87755102,0.426315789,0.401428571,-0.176470588,14729,CELL014729,0.509957326,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14730,V14730,48.84,-12.34,Fished,0,0,0,0,96,68,8,6,1614,1396,940,555,1874,2508,845,2253,129,54,147,46,67,53,89,80,920,2876,1890,390,435,1904,1660,1905,93,106,106,19,48,62,62,59,-0.074541284,0.053221289,-0.284836066,-0.604700855,0.357933579,0.064788732,0.20334728,-0.660130719,14730,CELL014730,-0.074541284,Madagascar,TRUE,TRUE,FALSE,MPA only,199,-0.174266899,0.28266797099999996,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14731,V14731,48.68,-12.34,Fished,0,0,0,0,220,230,0,0,1667,1442,797,696,1023,1792,217,609,100,63,120,63,21,19,20,17,670,1928,1270,420,50,130,75,120,65,71,71,23,9,5,5,6,0.239405204,0.57199211,-0.108225108,0.066666667,0.861111111,0.888475836,0.873663751,0.555555556,14731,CELL014731,0.239405204,Madagascar,FALSE,FALSE,FALSE,Unprotected,199,-0.174266899,0.28266797099999996,FALSE,FALSE,FALSE,FALSE
