Kulbicki,MEOW,ID,NA_,Lon,Lat,Management,RetentC,RetentP,RetentR,RetentT,RetentC5,RetentP5,RetentR15,RetentT15,OutflowC5,OutflowP5,OutflowR15,OutflowT15,InflowC5,InflowP5,InflowR15,InflowT15,OutDegC5,OutDegP5,OutDegR15,OutDegT15,InDegC5,InDegP5,InDegR15,InDegT15,OutflowC,OutflowP,OutflowR,OutflowT,InflowC,InflowP,InflowR,InflowT,OutDegC,OutDegP,OutDegR,OutDegT,InDegC,InDegP,InDegR,InDegT,NetflowC5,NetflowR15,NetflowP5,NetflowT15,NetflowC,NetflowR,NetflowP,NetflowT,source_cell_id,cell_id,netflow,sovereign_state,protected,in_mpa,in_oecm,protection_class,n_cells,q25_netflow,q75_netflow,is_country_sink,is_country_source,is_wio_sink,is_wio_source
Western Indian,Western Indian Ocean,14395,V14395,39.32,-5.7,Fished,0,26,15,0,46,10,9,0,3070,2778,1558,1176,2719,1408,596,432,57,29,119,32,39,24,61,20,2255,2484,2560,960,445,1588,1120,180,68,73,73,22,52,57,57,9,0.060632234,0.446610956,0.327281414,0.462686567,0.67037037,0.391304348,0.220039293,0.684210526,14395,CELL014395,0.060632234,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14396,V14396,38.92,-6.1,Fished,0,0,0,0,4,0,7,0,2640,2446,1537,1305,1361,1434,433,177,57,27,114,34,37,22,64,13,1880,2230,2325,600,360,1186,815,195,85,65,65,15,40,43,43,8,0.319670082,0.560406091,0.260824742,0.761133603,0.678571429,0.48089172,0.305620609,0.509433962,14396,CELL014396,0.319670082,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,TRUE
Western Indian,Western Indian Ocean,14397,V14397,39.08,-6.1,Fished,0,0,0,15,0,4,3,15,3288,2676,2398,2124,729,408,493,372,99,69,126,86,132,39,179,55,4710,4740,5900,4155,835,1780,1100,390,114,119,119,59,101,67,67,22,0.637042569,0.658941543,0.73540856,0.701923077,0.698827773,0.685714286,0.45398773,0.828382838,14397,CELL014397,0.637042569,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14398,V14398,39.08,-6.02,Fished,0,28,20,15,64,116,0,0,3204,2702,2271,1797,1889,1266,1263,705,75,55,112,70,200,71,248,67,4350,4178,5145,3345,970,3220,2200,2715,111,106,106,52,106,117,117,77,0.258197526,0.285229202,0.361895161,0.436450839,0.635338346,0.400953029,0.129494458,0.103960396,14398,CELL014398,0.258197526,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14399,V14399,39.08,-5.54,Fished,0,0,0,0,292,386,15,42,3464,3094,2122,2478,3051,1962,2624,3249,59,35,63,49,154,32,208,57,3350,3406,3915,3495,2510,3848,2720,1590,70,92,92,57,130,138,138,48,0.063392172,-0.105773283,0.223892405,-0.134625458,0.14334471,0.180105501,-0.0609319,0.374631268,14399,CELL014399,0.063392172,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14400,V14400,39.56,-5.46,Fished,175,46,65,270,620,1134,211,636,3452,2942,2223,2388,9034,7084,3297,4056,43,20,109,57,112,51,157,53,3400,3932,4030,3270,2040,2944,2710,2250,82,116,116,61,109,93,93,46,-0.447060708,-0.194565217,-0.413125873,-0.258845438,0.25,0.195845697,0.143688191,0.184782609,14400,CELL014400,-0.447060708,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14401,V14401,39.08,-5.46,Fished,0,36,40,150,20,24,3,9,3082,3012,1881,2178,2412,2222,1230,1797,64,43,100,92,125,43,177,48,3220,3402,4005,3690,1205,2960,2250,4515,84,90,90,55,122,103,103,55,0.12195122,0.209257473,0.150936186,0.095849057,0.455367232,0.28057554,0.069475008,-0.100548446,14401,CELL014401,0.12195122,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14402,V14402,38.92,-5.78,Fished,0,0,0,30,3,8,4,18,3306,2790,2292,2061,1625,714,1141,690,105,61,138,97,199,59,239,55,4585,4550,5575,3840,975,3246,2165,1050,114,116,116,61,120,119,119,45,0.340904482,0.335275269,0.592465753,0.498364231,0.649280576,0.440568475,0.167265264,0.570552147,14402,CELL014402,0.340904482,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,TRUE
Western Indian,Western Indian Ocean,14403,V14403,39.4,-5.78,Fished,15,26,15,15,253,230,26,81,1426,1026,811,498,2285,2284,951,1701,74,30,117,40,87,53,110,58,920,2012,1530,405,755,1704,1110,600,68,70,70,13,67,63,63,29,-0.231473996,-0.079455165,-0.380060423,-0.547066849,0.098507463,0.159090909,0.082884822,-0.194029851,14403,CELL014403,-0.231473996,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14404,V14404,39,-5.62,Fished,15,32,30,0,54,44,21,24,1877,1252,1081,768,2530,1376,970,960,46,33,51,33,111,50,141,84,1245,1200,1250,870,1340,2222,1855,720,39,35,35,11,99,74,74,25,-0.148173361,0.054119941,-0.04718417,-0.111111111,-0.036750484,-0.194847021,-0.298655757,0.094339623,14404,CELL014404,-0.148173361,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14405,V14405,39,-5.7,Fished,5,0,0,0,8,10,2,0,2320,2100,1359,1041,1919,2014,329,165,60,35,124,31,41,32,57,16,1685,2240,2400,525,325,966,615,855,67,64,64,17,36,36,36,27,0.094597782,0.610189573,0.020904229,0.726368159,0.676616915,0.592039801,0.397379913,-0.239130435,14405,CELL014405,0.094597782,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14406,V14406,39.4,-6.5,Fished,0,0,0,0,0,0,0,0,2036,1122,1083,660,619,212,438,186,110,39,140,48,125,31,160,26,1305,2200,2000,345,445,1804,1110,735,73,70,70,15,66,68,68,23,0.533709981,0.424063116,0.682158921,0.560283688,0.491428571,0.286173633,0.098901099,-0.361111111,14406,CELL014406,0.533709981,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14407,V14407,39,-6.34,Fished,405,106,215,105,513,94,329,42,1945,950,1079,546,4023,2758,3301,3141,77,37,89,41,98,54,122,56,1305,1874,1535,570,4120,3590,3825,3135,68,63,63,22,111,103,103,55,-0.348190349,-0.507305936,-0.487594391,-0.703824247,-0.518894009,-0.427238806,-0.314055637,-0.692307692,14407,CELL014407,-0.348190349,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14408,V14408,39.08,-6.34,Fished,20,32,30,0,20,20,22,0,2480,1512,1164,711,3827,4254,1480,2091,60,35,91,35,76,38,97,44,1450,2286,2165,390,940,3100,2700,165,70,71,71,13,67,101,101,8,-0.213572221,-0.119515885,-0.475546306,-0.492505353,0.213389121,-0.109969168,-0.151132566,0.405405405,14408,CELL014408,-0.213572221,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14409,V14409,39.24,-6.66,Fished,405,106,215,390,516,102,135,66,3366,3170,2345,2160,11846,4426,9078,5883,48,29,103,69,112,68,198,132,4300,4496,5840,3825,16760,10972,15030,23700,108,108,108,55,216,248,248,124,-0.557454641,-0.589424845,-0.165350184,-0.462886982,-0.591642925,-0.440344993,-0.418670804,-0.722070845,14409,CELL014409,-0.557454641,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14410,V14410,39.24,-6.58,MPA,5,30,25,15,86,182,10,30,3487,2966,2485,2331,1724,2056,1207,2082,26,19,60,27,33,31,93,43,3985,3754,5035,3885,1495,3660,2950,1740,80,87,87,35,110,124,124,44,0.338322779,0.346153846,0.181202708,0.056424201,0.454379562,0.26111459,0.012678716,0.381333333,14410,CELL014410,0.338322779,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,TRUE
Western Indian,Western Indian Ocean,14411,V14411,39.48,-6.5,Fished,0,0,0,0,203,234,0,3,3336,2930,2267,1734,3506,3802,620,939,35,28,79,50,50,29,97,50,4270,4372,5680,3375,950,1780,1150,690,92,105,105,42,95,66,66,29,-0.024846536,0.570488396,-0.1295306,0.297418631,0.636015326,0.663250366,0.421326398,0.660516605,14411,CELL014411,-0.024846536,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14412,V14412,39.08,-6.18,Fished,20,28,20,0,59,92,37,9,3338,3080,2315,1836,3150,2940,1682,2184,40,30,83,54,47,22,109,74,4595,4514,5785,3645,1895,3240,2450,1035,93,110,110,45,105,113,113,28,0.028976572,0.158368777,0.023255814,-0.086567164,0.416024653,0.404978749,0.164302296,0.557692308,14412,CELL014412,0.028976572,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14413,V14413,38.92,-6.26,Fished,30,0,0,0,103,182,11,15,3454,3112,2261,1992,2102,2930,464,867,50,32,97,71,48,34,85,53,4705,4310,5575,4080,685,2040,1350,360,110,104,104,53,69,75,75,18,0.243340533,0.659449541,0.030122476,0.393494229,0.745825603,0.610108303,0.357480315,0.837837838,14413,CELL014413,0.243340533,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14414,V14414,39.48,-6.1,Fished,0,0,0,0,32,44,0,0,3365,3246,2243,1854,2514,2544,403,834,42,31,78,54,43,27,65,43,4350,4302,5505,3450,925,1086,665,150,96,105,105,48,63,41,41,9,0.144752509,0.695389267,0.121243523,0.379464286,0.6492891,0.784440843,0.59688196,0.916666667,14414,CELL014414,0.144752509,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14415,V14415,39.4,-5.94,Fished,0,0,0,0,11,10,3,6,2969,2510,1840,1779,633,922,775,1257,53,37,58,46,111,53,170,76,1985,1832,2280,2445,785,2328,2420,3795,46,46,46,29,70,68,68,43,0.648528595,0.407265774,0.462703963,0.171936759,0.433212996,-0.029787234,-0.119230769,-0.216346154,14415,CELL014415,0.648528595,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,TRUE,FALSE,TRUE
Western Indian,Western Indian Ocean,14416,V14416,39.16,-6.34,Fished,120,50,75,210,73,162,57,180,3394,2872,2135,2091,4206,4458,5351,7875,27,17,42,22,69,62,126,78,2190,1528,1920,2445,8925,7336,8390,10605,37,38,38,18,186,199,199,89,-0.106842105,-0.429601924,-0.216371078,-0.580373269,-0.605937922,-0.627546072,-0.655234657,-0.625287356,14416,CELL014416,-0.106842105,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14417,V14417,39.08,-6.26,Fished,95,34,35,105,67,70,63,138,3221,2658,2053,1986,11604,8260,5623,6879,29,23,45,28,149,75,220,81,1770,1378,1645,1725,9095,8854,9035,7140,36,36,36,17,266,262,262,92,-0.565463744,-0.465085982,-0.513097637,-0.551945854,-0.674183157,-0.691947566,-0.730648944,-0.610829103,14417,CELL014417,-0.565463744,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14418,V14418,39,-6.26,Fished,205,28,20,75,22,2,99,252,3254,2630,1854,2145,5291,4064,3624,7848,32,29,43,28,179,76,250,84,1685,1550,1825,2130,8100,5104,3560,3750,40,41,41,26,224,184,184,84,-0.23838502,-0.323110624,-0.214221691,-0.57069949,-0.655595299,-0.322191272,-0.534114818,-0.275510204,14418,CELL014418,-0.23838502,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14419,V14419,39.32,-6.74,Fished,15,34,35,180,130,204,12,45,3401,3102,2215,2016,2160,3128,476,462,60,38,76,56,96,18,122,23,2130,2160,2400,2430,710,1306,915,1200,72,60,60,39,75,47,47,20,0.223161302,0.646228168,-0.004173355,0.627118644,0.5,0.447963801,0.246393537,0.338842975,14419,CELL014419,0.223161302,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14420,V14420,39.4,-6.82,Fished,70,0,0,0,8,12,12,3,3573,3160,2597,2661,5311,3202,1398,564,49,29,83,36,64,42,123,69,3950,3530,4575,4380,1795,3214,2185,630,75,85,85,29,130,117,117,28,-0.195632598,0.300125156,-0.006601698,0.650232558,0.37510879,0.353550296,0.046856465,0.748502994,14420,CELL014420,-0.195632598,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14421,V14421,39.32,-6.66,Fished,80,38,45,150,232,416,71,240,3299,2926,2049,2109,1861,2810,1036,2562,63,47,79,63,55,19,87,29,2200,2058,2295,2670,975,1278,1095,1545,61,57,57,38,54,42,42,30,0.278682171,0.328363047,0.020223152,-0.096981374,0.385826772,0.353982301,0.23381295,0.266903915,14421,CELL014421,0.278682171,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14422,V14422,39.56,-7.46,Fished,95,48,70,0,152,290,39,6,1644,2274,1074,2226,3012,2704,2618,435,26,24,33,29,66,27,108,5,1555,1422,1755,2760,5395,5312,6030,0,33,36,36,24,130,145,145,0,-0.293814433,-0.418201517,-0.086380072,0.673055242,-0.552517986,-0.549132948,-0.577665578,1,14422,CELL014422,-0.293814433,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14423,V14423,39.4,-7.38,Fished,100,40,50,0,160,274,87,0,1879,1960,1094,2103,3384,2008,5183,1044,28,27,34,25,65,27,113,9,1645,1290,1675,3285,6200,4574,4435,15,33,31,31,22,139,140,140,1,-0.285958579,-0.65142584,-0.012096774,0.336510963,-0.580624602,-0.451718494,-0.560027285,0.990909091,14423,CELL014423,-0.285958579,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14425,V14425,39.48,-7.46,Fished,20,0,0,0,147,282,66,0,1579,2192,1087,2001,997,1146,1070,0,30,21,33,28,52,23,73,0,1595,1382,1605,2745,2070,3050,2525,0,35,37,37,24,114,102,102,0,0.225931677,0.007881317,0.313361294,1,-0.129604366,-0.222760291,-0.376353791,1,14425,CELL014425,0.225931677,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14426,V14426,39.48,-7.3,Fished,150,28,20,0,79,150,9,0,1525,2118,1144,2187,1595,1010,1774,0,31,22,33,27,65,26,105,0,1790,1230,1425,3075,4345,4552,4380,0,36,33,33,25,138,140,140,0,-0.022435897,-0.215901302,0.354219949,1,-0.416462918,-0.509043928,-0.574541681,1,14426,CELL014426,-0.022435897,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14427,V14427,39.4,-7.46,Fished,120,32,30,0,152,256,61,3,1506,2024,1151,2139,2052,1634,2192,9,27,22,32,28,63,25,103,2,1740,1290,1525,2760,4635,4638,4495,0,35,34,34,26,132,142,142,0,-0.153456998,-0.311396949,0.106615637,0.991620112,-0.454117647,-0.493355482,-0.564777328,1,14427,CELL014427,-0.153456998,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14428,V14428,39.56,-7.3,Fished,10,30,25,0,119,220,61,0,1484,2066,943,1956,3256,2782,3363,1044,28,26,33,29,67,27,115,6,1400,1222,1505,2955,5595,5430,5875,0,34,31,31,25,150,154,154,0,-0.373839662,-0.562006503,-0.147689769,0.304,-0.599714081,-0.592140921,-0.632591702,1,14428,CELL014428,-0.373839662,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14429,V14429,40.52,-11.38,Fished,5,28,20,0,167,348,43,0,1676,2116,997,1944,2187,1738,2875,738,29,27,34,24,65,28,114,7,1455,1202,1505,2760,3955,4248,3720,0,32,30,30,23,140,138,138,0,-0.132280611,-0.485020661,0.098079917,0.44966443,-0.462107209,-0.423923445,-0.558899083,1,14429,CELL014429,-0.132280611,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14430,V14430,40.52,-11.62,Fished,0,60,100,0,213,316,147,150,4495,4172,2744,4542,4905,5178,4175,4164,37,35,38,28,112,49,192,27,3265,1836,2890,5700,4150,5910,4775,345,38,34,34,20,178,200,200,8,-0.043617021,-0.206821795,-0.107593583,0.043418332,-0.119352664,-0.245923027,-0.525948877,0.885856079,14430,CELL014430,-0.043617021,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14431,V14431,39.64,-8.18,Fished,0,0,0,0,58,56,46,69,3007,2940,1700,2403,4495,3018,4579,1962,31,32,36,22,111,49,205,70,1490,1220,1500,2085,5315,7426,7065,2460,35,31,31,15,213,230,230,32,-0.198347107,-0.458512502,-0.013091641,0.101030928,-0.562086701,-0.649737303,-0.717788573,-0.082508251,14431,CELL014431,-0.198347107,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14432,V14432,39.88,-7.94,Fished,5,26,15,0,51,88,19,54,2317,2218,1500,2298,2947,1550,3617,1410,35,37,38,28,103,47,178,25,1505,1380,1800,2790,4355,7624,7010,435,34,33,33,20,194,241,241,11,-0.119680851,-0.413718976,0.177282378,0.239482201,-0.486348123,-0.591373439,-0.693469569,0.730232558,14432,CELL014432,-0.119680851,Tanzania,TRUE,TRUE,FALSE,MPA only,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14433,V14433,39.72,-9.46,Fished,10,36,40,0,51,102,79,45,2401,2264,1466,2187,4639,3774,4637,2874,36,36,36,23,109,45,213,48,1675,1440,1850,2370,7535,9382,10655,1035,31,35,35,15,198,256,256,10,-0.317897727,-0.519580534,-0.250082809,-0.135743924,-0.636264929,-0.704118353,-0.733875439,0.392070485,14433,CELL014433,-0.317897727,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14434,V14434,39.96,-10.02,Fished,25,28,20,0,87,174,49,102,2504,2668,1528,2256,6373,5774,6311,2565,36,34,36,21,105,44,193,48,1770,1396,1940,2520,10790,11138,13495,1545,37,31,31,18,211,287,287,12,-0.435845443,-0.610154356,-0.367922293,-0.064094586,-0.718152866,-0.748623259,-0.777245891,0.239852399,14434,CELL014434,-0.435845443,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14435,V14435,39.56,-8.74,Fished,0,0,0,0,35,70,28,48,2304,2230,1448,2400,3090,2684,3048,2688,35,35,37,27,109,48,195,32,1665,1322,1755,2715,3560,5876,4440,465,35,31,31,20,184,205,205,10,-0.145717464,-0.355871886,-0.092389092,-0.056603774,-0.362679426,-0.433414044,-0.632675743,0.70754717,14435,CELL014435,-0.145717464,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14436,V14436,39.64,-8.26,Fished,70,54,85,0,201,292,126,81,2360,2368,1417,2322,3047,2792,4048,2967,38,36,37,29,51,40,120,30,1840,1426,1815,3045,5165,7336,8040,450,38,35,35,19,160,206,206,7,-0.127057518,-0.481427264,-0.082170543,-0.12195122,-0.474660956,-0.631659056,-0.674503538,0.74248927,14436,CELL014436,-0.127057518,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14437,V14437,40.68,-14.02,Fished,20,28,20,0,62,124,82,78,2286,2288,1502,2295,4665,3696,5165,1374,36,37,37,27,92,42,161,30,1870,1304,1660,2775,8330,10762,14005,450,35,32,32,19,201,258,258,9,-0.342252913,-0.549422529,-0.235294118,0.251022077,-0.633333333,-0.78806256,-0.783855462,0.720930233,14437,CELL014437,-0.342252913,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14438,V14438,40.68,-15.46,Fished,50,44,60,0,338,336,88,81,3024,3138,1695,2265,2920,2432,3321,2466,34,32,35,18,82,28,152,62,1470,1338,1645,2055,4520,6694,6835,2685,36,34,34,17,175,198,198,29,0.017496635,-0.324162679,0.126750449,-0.042485732,-0.50918197,-0.612028302,-0.666832669,-0.132911392,14438,CELL014438,0.017496635,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14439,V14439,40.52,-11.7,Fished,0,0,0,0,74,122,24,66,2826,3056,1669,2211,3580,2274,3249,2523,34,34,36,19,132,46,230,67,1430,1288,1570,2040,3690,7878,7695,2655,34,33,33,15,216,240,240,27,-0.117702154,-0.321268808,0.146716698,-0.06590621,-0.44140625,-0.661090124,-0.718961379,-0.130990415,14439,CELL014439,-0.117702154,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14440,V14440,40.68,-11.7,Fished,5,0,0,0,67,132,103,147,2630,2836,1645,2373,4364,3420,4788,2982,35,34,36,20,107,40,182,50,1760,1368,1720,2400,8520,9056,11040,2310,35,34,34,16,212,232,232,12,-0.247926794,-0.488574538,-0.093350384,-0.11372549,-0.657587549,-0.730407524,-0.73752878,0.01910828,14440,CELL014440,-0.247926794,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14441,V14441,40.6,-13.46,Fished,25,32,30,60,146,154,55,9,3027,3196,1732,2298,3190,2074,3105,1272,33,34,35,21,116,40,199,60,1420,1284,1510,2100,4030,6846,6165,2655,34,34,34,17,205,219,219,36,-0.026218433,-0.283853628,0.212903226,0.287394958,-0.478899083,-0.606514658,-0.684132841,-0.116719243,14441,CELL014441,-0.026218433,Mozambique,FALSE,FALSE,FALSE,Unprotected,110,-0.031222615250000002,0.30777515725,FALSE,FALSE,FALSE,FALSE
Western Indian,Western Indian Ocean,14442,V14442,40.6,-12.1,Fished,0,0,0,0,6,0,9,0,2904,2866,1751,2274,5135,3188,6458,2871,33,28,36,17,119,52,193,63,1695,1204,1460,2010,7605,8034,7635,630,33,31,31,14,218,249,249,17,-0.27752208,-0.573395054,-0.053187975,-0.116034985,-0.635483871,-0.678944475,-0.739337519,0.522727273,14442,CELL014442,-0.27752208,Mozambique,TRUE,TRUE,FALSE,MPA only,110,-0.031222615250000002,0.30777515725,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14443,V14443,39.56,-7.22,Fished,30,0,0,15,42,0,0,0,3117,3124,1713,2190,5038,2992,2161,777,36,30,37,18,151,56,236,64,2010,1424,1810,2025,3500,5872,4630,1080,38,35,35,18,189,201,201,24,-0.235561006,-0.115642747,0.021582734,0.476238625,-0.270417423,-0.437888199,-0.609649123,0.304347826,14443,CELL014443,-0.235561006,Tanzania,TRUE,FALSE,TRUE,OECM only,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14444,V14444,38.92,-6.18,Fished,5,36,40,60,11,0,3,0,3006,2812,1775,2160,4813,3348,5099,2709,33,30,37,19,119,45,210,64,1550,1326,1665,2295,5190,7222,6205,2640,36,33,33,14,212,237,237,23,-0.231103722,-0.483561245,-0.087012987,-0.112754159,-0.540059347,-0.576874206,-0.689751989,-0.069908815,14444,CELL014444,-0.231103722,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14445,V14445,39.48,-7.62,Fished,120,36,40,135,123,52,13,39,3007,2974,1810,2310,6874,4074,4817,2043,35,31,36,20,147,57,223,58,1785,1330,1575,1650,6755,7574,7135,3075,37,35,35,15,238,236,236,36,-0.39135715,-0.453749811,-0.156072645,0.061337009,-0.581967213,-0.638346728,-0.701257862,-0.301587302,14445,CELL014445,-0.39135715,Tanzania,TRUE,FALSE,TRUE,OECM only,136,-0.21795509625000004,0.34407915125,TRUE,FALSE,TRUE,FALSE
Western Indian,Western Indian Ocean,14446,V14446,39.48,-7.38,Fished,25,32,30,60,158,64,52,30,3014,3014,1747,2214,4275,2510,4338,2058,29,27,35,21,122,48,186,67,1680,1206,1465,2115,6250,7140,6400,2265,34,31,31,17,222,229,229,32,-0.173000412,-0.42580115,0.091238233,0.036516854,-0.57629256,-0.627463446,-0.710999281,-0.034246575,14446,CELL014446,-0.173000412,Tanzania,FALSE,FALSE,FALSE,Unprotected,136,-0.21795509625000004,0.34407915125,FALSE,FALSE,FALSE,FALSE
